"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Late-demographic dividend","LTE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","4.6","4.8","","","","","",
"Lithuania","LTU","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8700837519","5.7877710888","7.2123799146","11.333133369","12.74272144","13.842131865","11.238274733","10.922059236","8.7478974105","8.7555526213","10.565867906","10.162300284","8.505630408","10.075073945","10.144525476","11.123540372","8.7184776327","8.4995814647","9.2752049805","7.9563788373","7.0106359991","6.8430908458","6.6326039767","6.5803948104","5.3508365141","5.8665589767","5.2949329568","4.5336029597","4.5693560421","","",
"Luxembourg","LUX","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4909240001","0.49002192848","0.96618590866","0.95242857381","0.93934640277","1.3912624083","0.91720820168","2.0445391495","1.352182761","0.67066532236","0.44265219489","0.87365239119","1.5034009076","1.4739417625","1.6481150714","1.006976332","1.9689302802","0.77024986906","0","0.18431345083","0.72135499322","0.88223721241","0.86316131104","0.33788692276","","","",
"Latvia","LVA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8845379112","14.984562416","13.681224328","11.481074565","10.811543501","11.087061969","10.285754723","9.5096192498","9.9825933771","9.2848188125","9.1745951174","8.7603459903","7.9423516908","5.5950365809","5.7526461049","4.2764419457","4.5595896922","5.0354721035","3.3036710865","3.2957490569","3.3832475116","2.4450475562","3.1664044488","3.3538989075","3.4949715464","4.151510663","4.3558049657","","",
"Macao SAR, China","MAC","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3729536823","1.9320578072","3.5116627723","3.97030214","2.0751354674","4.3215651184","7.4747167705","5.8590889117","8.8434658738","2.3376939117","1.8267843116","0.44561989069","1.7385370645","0.8481764207","0.82839231832","2.025094977","1.1892869036","0.77634929507","1.1398154639","0.37159871055","0.7261729054","0.70917333437","0.17319976168","0","0.16608729881","0.16317898777","0.32124488819","0.3166395676","","",
"St. Martin (French part)","MAF","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.361245361","5.4036528693","21.943057765","22.211116664","16.729401924","27.730789496","","","","",
"Morocco","MAR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35876303504","0.49088678579","0.51339074753","0.56585297519","0.69213333663","","","2.6374032128","1.9779123399","1.8976996507","1.6010462299","1.8642929971","1.5685068273","1.7123929301","1.560673887","1.5399485473","1.6166369996","1.6589830402","1.3508025717","1.3529982865","1.3944119144","1.3452561874","1.1521604452","1.2724040621","1.0382436918","1.243378935","1.691041868","2.138766486","1.4155228849","","",
"Monaco","MCO","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0793865862","","","2.9851637362","2.9549081024","2.9249173711","0","0","0","0","0","0","0","","0","","","","","",
"Moldova","MDA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6429018761","6.6284911291","11.401013159","8.8534952432","9.1998008622","9.2613881669","9.2673574709","9.6582811479","8.8135027563","9.2526092476","10.303001029","9.8158700407","9.5973699856","7.6438749798","6.6459339121","7.1165889612","6.3189415821","5.2540731779","5.738063248","6.0036387908","6.4854175997","5.2951987501","5.6185233637","4.1476616637","4.2961579827","4.6429304015","4.9188234273","3.4731741634","4.0967929022","","",
"Madagascar","MDG","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.44811098813","","","","","0.78695542684","","2.2741399961","","","","2.4449109179","2.7193772626","1.3215233199","","","","0.89506283341","1.4558244625","1.6978361079","1.6405545074","0.78845077308","2.5174268876","0.72186182602","","","","","","","",
"Middle East & North Africa","MEA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","","3.9","3.4","","","","","",
"Mexico","MEX","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.265259393","17.690955818","19.057104889","18.098640751","17.568359765","17.031900121","15.572152611","14.323914613","14.216660596","12.565032815","10.856437642","10.254426223","9.9208569732","9.785506585","8.9259971211","9.358974931","9.7173530477","8.1221573194","12.639052134","17.608319172","22.575450557","23.521232483","22.142133344","19.408862745","16.625796371","17.037828649","19.91269533","25.708997803","29.071061625","","",
"Marshall Islands","MHL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.329938227","4.0615734536","","3.9829529613","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","5.4","5.5","","","","","",
"North Macedonia","MKD","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3856242284","1.8771058782","2.3097832096","2.6923250136","2.9283577282","3.4089370642","2.3820589156","2.13563205","2.2296198207","2.0334965295","1.6930221849","1.6916139447","2.076555352","1.4475383163","1.3980788468","1.0596970711","1.684490177","1.2023074685","0.91313403943","1.4889557905","1.2002168072","","",
"Mali","MLI","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1049204872","0.82193807519","1.6309222866","1.8879425202","0.80266699487","","","","1.2910488998","2.5599934464","1.0161336622","1.5139128592","1.5048154093","0","1.7377488705","0.9884866023","0","0.98074310905","1.4652265118","0.97191411195","0.96558416635","0.71818442976","2.8448895116","1.6426372306","1.39473256","0.92259646323","1.1465286552","2.0550995011","1.5936073579","","",
"Myanmar","MMR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9497778987","","","","","3.6741259396","","","","","2.2281822113","1.9396457212","1.7064215725","1.5867442225","1.5299244681","1.3810029681","1.5760313741","1.5094269963","1.5842292641","1.7492409906","1.5829780806","2.0690083108","2.7930297104","2.3875432419","2.3526794226","2.1867581015","2.2584513256","","","","",
"Middle East & North Africa (excluding high income)","MNA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","","3.9","3.7","","","","","",
"Montenegro","MNE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4019035787","3.2568993341","2.2759157716","3.5691804513","4.0462044175","1.9368771729","3.8627935723","3.3711490642","2.4027718376","3.3585437354","2.7159543145","1.5965718409","3.191574244","2.7115097208","4.4637804075","2.3901982749","2.2299989009","","",
"Mongolia","MNG","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.893586469","13.339240521","15.753460715","13.13087812","11.373191422","8.0550203484","8.190608551","8.7870812993","9.6016506176","7.0450009169","7.1136515137","7.2446244376","7.1370612583","6.0202371581","6.1340078387","6.1825479289","","",
"Northern Mariana Islands","MNP","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0366974128","5.5424848249","5.4006247033","5.6753834362","5.3137692937","4.2409649894","3.9172588195","4.4665711045","3.5947156021","3.718409403","3.5100775194","","","","","","","","","",
"Mauritania","MRT","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.894174372","2.7142553628","2.8625566509","1.9115167977","2.4233807777","2.2149846369","2.9773580676","2.0794686265","2.660277424","1.9564960347","2.1938206822","","","3.225827797","2.8790755371","3.0277984632","4.0713661632","3.6470025691","3.8732729641","3.0546722015","2.6443303554","2.5578023362","2.2337651148","2.7878272312","1.5111134441","1.6673852303","1.6641967873","2.6097333564","2.9198600992","","",
"Malawi","MWI","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2787302362","7.8726375199","4.8405012164","2.4999618756","3.340964443","1.5840392208","6.3281904389","5.1717128593","5.6818599845","2.2649798512","3.5764373031","2.2924561884","1.8121578253","","","","","","","","",
"Malaysia","MYS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7360125091","2.0734407307","1.926046143","1.847584445","1.6818914551","1.9328760942","2.1267870542","2.5043141449","2.8442687781","2.5947327895","2.3755885725","2.1805959438","2.3339014972","2.2875585843","1.9729544858","2.3510530986","2.2441074433","2.4400862458","2.191951587","2.0227122097","1.9143486386","1.8498506263","2.0709924516","2.1276651339","","","","","","","",
"North America","NAC","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","","3.6","4.6","","","","","",
"Namibia","NAM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.913433907","21.221875004","19.257621631","23.503798433","21.486953904","21.174835602","19.356604029","18.687358866","","18.45118064","","","","17.324220337","18.644532851","14.819170721","14.281090816","17.678333607","","","","","","","","",
"New Caledonia","NCL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3343892233","4.9315338714","4.4589292084","3.1989507442","","","","","","","","","","","",
"Niger","NER","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8554552588","4.4281581632","","","","","","","","",
"Nigeria","NGA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.524045903","","","","",
"Nicaragua","NIC","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.101844164","17.152618469","18.925360304","17.075645558","15.90257534","15.197160044","13.961617363","14.064790836","13.012555181","11.240140083","9.3898380647","10.436573329","10.614401405","11.998983393","12.041163631","13.403958158","13.094519762","12.772657783","12.98647219","13.958658006","13.478574561","12.50204344","11.249421231","9.7979995586","8.5466829591","8.4200594096","7.1859479027","","","","",
"Netherlands","NLD","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.90207826805","1.1749460089","1.2725954935","1.2575316814","1.1126205591","1.2477492027","1.3557577812","1.3286080876","1.1177690346","1.2819278174","1.1302139595","1.261072466","1.210401633","1.246840617","1.1727012584","1.0631048662","0.7785844981","0.86631740949","0.9053539919","0.92623896039","0.8631578859","0.85433366127","0.86351414525","0.74212551397","0.72813305442","0.61398618012","0.55355057053","0.77549697459","0.58618158968","","",
"Norway","NOR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1065890077","1.1711069185","1.0715903916","0.88028372935","0.76008564553","0.96175952531","0.9787816081","0.85967677058","0.85441547301","0.7375936744","1.0668148354","0.81801598403","1.0118747906","1.1159502995","0.78291335106","0.71238002063","0.70618657963","0.63567362228","0.71263676862","0.60080628203","0.59354736242","2.2431787662","0.53852272446","0.90560807645","0.56395338322","0.46155381708","0.5141926699","0.52866856333","0.46834371183","","",
"Nepal","NPL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8724729549","","","","","","","2.5459632712","2.8189935109","2.6797140669","2.652342735","3.48295915","3.4700841738","3.0182354048","3.6822360866","3.4104371808","2.3401516272","3.1877087409","3.3450107458","2.9981180672","3.0096389518","2.5109813832","2.3787327949","2.2513824547","2.0738882528","","2.2997839964","","","","",
"Nauru","NRU","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8641790461","1.5554135284","1.9010276075","1.1620200098","1.5690466719","1.0612418162","1.2912417226","1.5989958306","1.2949342173","1.1785880411","1.3475021456","1.3050350555","1.5139273749","1.0939629654","1.1028273798","1.4750856819","1.1706015602","1.1339352325","1.1921023918","1.5497284737","0.9839681835","0.88261772649","0.9175416508","1.0180326784","0.94142951036","1.0401932852","1.0731306333","0.74435950948","","","",
"OECD members","OED","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","4.2","4.5","","","","","",
"Oman","OMN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1992153705","1.4667893741","1.7174233416","2.110499376","4.688554077","1.3924630866","1.7084969734","1.2864258431","1.5782023946","1.0457992398","1.1149129324","2.5764946657","0.2979697089","0.37494074179","0.40185594938","0.51436735173","0.26918034172","","",
"Other small states","OSS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4","","10","9.2","","","","","",
"Pakistan","PAK","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6257861299","","","","","","7.1158620409","7.0991777101","7.598453235","6.7318486885","6.256692302","6.57151981","6.3296685426","6.1047711857","6.1366728579","6.1021556373","6.1259841066","6.2905185283","7.0253838496","7.1163404588","7.3512755993","7.5597181737","7.3932030962","7.2869088035","6.7975726091","4.7566288595","4.1820671272","3.9609206478","3.8830827302","","",
"Panama","PAN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.250751736","11.652263175","12.073220394","11.7128793","12.033752627","13.760796476","8.8688909702","11.037500521","9.648671608","9.5920936915","9.8669024163","9.9040632876","11.939559157","10.501530668","9.4208155979","10.930202251","6.5159583486","8.0783606777","14.020801978","15.701767008","12.628026917","14.811900998","16.893706233","17.286120757","15.481975162","11.868494062","10.032020724","9.6669786723","9.3850224618","","",
"Peru","PER","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5255011274","6.6696512904","6.7609355361","6.8992167993","7.3742878373","7.8736246702","7.9092238628","","","",
"Philippines","PHL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.99470823","13.721581438","12.754512741","11.649714965","9.4542681386","","","","7.9186298577","7.4719040098","7.3533411999","7.3450348575","8.0538057643","7.7493646448","7.489032298","7.4531210674","7.0543787354","6.6684948916","6.4025017192","9.8339907019","9.2000594593","8.8824899525","8.7272602485","9.2574651246","9.7061939277","9.4463785615","10.9768296","8.3918939553","6.4649881651","","",
"Palau","PLW","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.98273422","0","0","11.166322372","","",
"Papua New Guinea","PNG","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9935678075","7.8724095836","7.9519938983","7.2975266908","7.7066602434","9.7856823095","","9.2842047501","9.177222855","7.6375085683","8.6436742066","9.7553820457","9.7530788541","","","","","","","","","","",
"Poland","POL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7887158793","2.2293446882","2.2435971612","2.3628410582","2.3886759153","2.2179670307","2.2669629593","2.0936655642","1.9681470824","1.9212884674","2.2175134858","2.014036746","1.8602891658","1.7220828327","1.6484566891","1.4464818525","1.2775572022","1.368850832","0.84991479735","1.0090758419","1.0018318914","1.1022068584","1.0699234754","0.79930723911","0.75345694315","0.78350792589","0.68440471715","0.75619494927","0.73045470014","","",
"Pre-demographic dividend","PRE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","","8.2","8.1","","","","","",
"Puerto Rico","PRI","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.630631224","23.782805061","24.905803312","27.230146112","28.132727664","24.217343935","24.137266521","19.989508269","17.894036565","16.203381124","20.005696445","21.851027216","22.37795215","22.388509057","23.146590957","22.715476949","21.607254077","21.402848902","24.223745368","26.581162075","28.772219556","33.119261365","28.700124697","26.370879015","20.384130838","18.157557921","21.443011086","23.042814751","21.088314968","","",
"Korea, Dem. People's Rep.","PRK","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5650668014","1.5334042582","1.433652831","1.3989834439","1.4235892927","1.0801359822","1.0459821654","1.1204411314","1.2238049447","1.0629478704","1.126528911","1.0153309167","1.1457739284","1.428624163","1.3752365359","1.2846750448","1.4701925108","1.7497150802","1.1703289153","1.2259448404","1.1702468513","1.0785865747","1.1590008577","1.3749609115","0.88306797781","0.9644739865","0.63919175171","0.7386868888","0.78976680624","","",
"Paraguay","PRY","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.69175733","24.205840276","24.801345202","22.812069555","21.09742929","15.229833991","12.548171789","13.053415644","13.697738114","13.319338024","11.859762866","10.372623473","10.106657157","9.2776447316","8.7582074101","9.2244495456","9.8703458516","7.8781917963","7.1448399951","","",
"West Bank and Gaza","PSE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.183806595","4.3755154904","1.5668490943","1.4996880649","1.7308424587","1.3027258919","1.6918899256","2.5146731176","2.7310751022","2.7386943275","2.3197602206","","","1.2186609664","1.111761323","0.78902622329","0.57836147303","0.61298028184","0.55382216909","0.54192782696","1.1922740641","0.40986753944","0.71620668292","0.49352474965","","",
"Pacific island small states","PSS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","3.5","3.4","","","","","",
"Post-demographic dividend","PST","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","","1.9","2.3","","","","","",
"French Polynesia","PYF","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1493944607","2.6644640431","3.4082646631","0.37699429985","","","","","","","","","","","",
"Qatar","QAT","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.83985092646","0.8207586272","1.2111351768","0.79764057917","0.98610771452","","","","0.36260393135","0.52586741831","0.16878577203","0.81299094491","","","0.66371798888","0.69331299615","0.48890001408","0.73864881435","0.83526488338","0.48340004254","0.21547904493","0.19647697143","0.31875006261","0.38517850242","0.36597237641","","","","","","",
"Romania","ROU","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3887977925","3.5213900572","3.5891776753","3.1689439707","3.3570091886","3.3007113033","3.165874365","3.0612785808","2.4970743947","2.538330358","2.5115841171","3.1788109828","3.0018379851","3.2043604347","2.2569398583","2.0217313239","1.6812411911","1.8018278426","1.4498653138","1.2501214386","1.2993445637","1.0080289258","1.0480798214","1.0828112163","1.6220860846","1.701364635","1.5457449581","1.297448057","1.2816496985","","",
"Russian Federation","RUS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.332526351","15.284915528","22.872007619","30.369287298","32.268405618","30.532127206","26.403712363","23.688482544","22.769313534","26.018283996","28.06600244","29.432069069","30.473287576","28.88026209","27.245851731","24.803698003","20.11390843","17.713179215","12.69679367","12.320785217","11.632342185","11.255851973","11.283117795","11.108920383","11.416734255","11.481183037","10.919951237","9.1341934226","8.209475626","","",
"Rwanda","RWA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5274569954","2.8898745374","1.5118853084","","2.8985974972","","2.426616648","3.3205266448","3.8615511219","2.5771686082","","","","","",
"South Asia","SAS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","","3.7","3.6","","","","","",
"Saudi Arabia","SAU","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9111377729","0.83721128309","1.0800538763","1.3070203687","1.1132562322","1.3011891485","1.2470516361","1.0408879991","1.0522307908","","","","","","","","1.4881292059","","1.2658157867","","","",
"Sudan","SDN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6692555541","5.1480839388","","","","","","","","","","","","",
"Senegal","SEN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26751815179","","","","","",
"Singapore","SGP","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5599236368","1.6445543967","1.3439003489","1.7544915741","1.4345517948","1.5314960675","0.907047678","1.0127578168","1.036075904","0.98615813273","1.0176545693","0.78486197466","0.75528572093","0.65387541058","0.4787893906","0.49229984436","0.38615967384","0.39313078216","0.56534912402","0.40268883388","0.3702859192","0.30397215615","0.20486197052","0.31171315349","0.2533648664","0.25035125175","0.31837980057","0.1927105652","0.15631776484","","",
"Solomon Islands","SLB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3615840401","5.5328802046","4.7808499936","5.2831246838","3.7745894637","","","","","","","","","","","","",
"Sierra Leone","SLE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0610986944","1.753569","1.7326443928","2.237195852","2.99987006","2.5188374768","2.5406678309","2.8492033963","1.6834048756","","","1.7289678383","","","","","",
"El Salvador","SLV","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.95605687","141.72258049","119.36850685","114.38688767","96.312992388","65.784588579","60.309820259","60.570261419","47.550048733","55.988622098","64.693372175","64.142770373","64.595243441","57.273318364","51.844761877","71.163188462","64.47411551","70.380047426","41.584360946","40.104843925","62.286302859","105.23118846","83.00639209","61.708257385","52.018926167","","",
"San Marino","SMR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","3.5492457853","0","0","0","0","0","0","0","0","0","","","","","","","","","",
"Somalia","SOM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4031336863","2.5821481751","2.1398466843","1.8940551635","1.7743842319","1.5989004786","1.7056799031","1.8788753865","1.5452359548","1.7066824598","1.4458488456","1.5060642514","1.2415946281","1.5921260174","1.3485746241","1.1715964026","1.3892084257","1.0645981148","1.2268905787","","",
"Sub-Saharan Africa (excluding high income)","SSA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","9.5","9.4","","","","","",
"South Sudan","SSD","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9","","","","","","","","",
